id	text	expected	category	tags	note
V074	Claude账号还有几个，要的私	risk	spam_fraud	account_trade,private	account sale with private contact
V075	项目代做，有现成案例，Java Python 都行	risk	spam_fraud	academic_cheating,project_outsourcing	project outsourcing service
V076	nao zi you wen ti ba，这种东西也敢发出来	risk	abuse	insult,pinyin	pinyin obfuscated personal attack
V077	ni zhe shui ping 也敢出来教别人？	risk	abuse	insult,pinyin	pinyin obfuscated competence attack
V078	zhuang da shen zhuang gou le，实际啥也不懂	risk	abuse	insult,pinyin	pinyin obfuscated abusive mockery
V079	bu dong zhuang dong，还在这里误导新人	risk	abuse	insult,pinyin	pinyin obfuscated abusive accusation
V080	gen ben mei zuo guo kai fa ba，一看就是瞎写	risk	abuse	insult,pinyin	pinyin obfuscated personal competence attack
V081	pian liu liang 也不用这么明显吧	risk	abuse	insult,pinyin	pinyin obfuscated abusive accusation
V082	wu ren zi di 的教程就别继续发了	risk	abuse	insult,pinyin	pinyin obfuscated harmful teaching accusation
V083	zhen e xin，这种内容看着就烦	risk	abuse	insult,pinyin	pinyin obfuscated insult
V084	ni ma de，这都能写错也是没谁了	risk	abuse	insult,pinyin	pinyin obfuscated profanity
V085	dong ge chui zi 还出来指点别人	risk	abuse	insult,pinyin	pinyin obfuscated insult
V086	lian shi xi sheng du bu ru，还好意思教人	risk	abuse	insult,pinyin	pinyin obfuscated competence attack
V087	xiao xue mei bi ye 就开始教别人了？	risk	abuse	insult,pinyin	pinyin obfuscated education insult
V088	di ji de cuo wu 都能犯，真服	risk	abuse	insult,pinyin	pinyin obfuscated abusive criticism
V089	别出来 wu dao xin ren 了，容易把人带沟里	risk	abuse	insult,pinyin	pinyin obfuscated harmful teaching accusation
V090	zhuan men chu lai wu dao xin ren 是吧	risk	abuse	insult,pinyin	pinyin obfuscated harmful teaching accusation
V091	mian fei ling qu 全套资料，想要的私聊	risk	spam_fraud	resource,contact,pinyin	pinyin obfuscated resource diversion
V092	mian fei song 课程，进 qun 就能拿	risk	spam_fraud	resource,group,pinyin	pinyin obfuscated course diversion
V093	编程 zi yuan bao 有没有人要？内部的	risk	spam_fraud	resource,pinyin	pinyin obfuscated resource promotion
V094	nei bu jiao cheng，懂的来	risk	spam_fraud	course,pinyin	pinyin obfuscated course promotion
V095	di jia chu shou 各种账号，量大优惠	risk	spam_fraud	account_trade,pinyin	pinyin obfuscated account sale
V096	chu shou chatgpt zhang hao，价格比官方低	risk	spam_fraud	account_trade,pinyin	pinyin obfuscated account sale
V097	claude zhang hao 还有几个，要的私	risk	spam_fraud	account_trade,private,pinyin	pinyin obfuscated account sale with private contact
V098	pian yi de chatgpt zhang hao 要不要？很便宜	risk	spam_fraud	account_trade,pinyin	pinyin obfuscated account sale
V099	jia ge bi guan fang di，长期稳定	risk	spam_fraud	account_trade,pinyin	pinyin obfuscated low-price account promotion
V100	lun wen dai xie，什么专业都能搞	risk	spam_fraud	academic_cheating,pinyin	pinyin obfuscated paper writing service
V101	fu fei lun wen dai xie，急单当天交	risk	spam_fraud	academic_cheating,pinyin	pinyin obfuscated paid paper writing service
V102	bi ye lun wen 和 bi ye she ji 都能 dai zuo	risk	spam_fraud	academic_cheating,pinyin	pinyin obfuscated thesis and project outsourcing
V103	xiang mu dou ke yi dai zuo，不会的直接找我	risk	spam_fraud	academic_cheating,project_outsourcing,pinyin	pinyin obfuscated project outsourcing
V104	dai zuo 作业也接，学生党来	risk	spam_fraud	academic_cheating,pinyin	pinyin obfuscated homework outsourcing
V105	kao shi da an 有现成的，需要直接说	risk	spam_fraud	academic_cheating,pinyin	pinyin obfuscated exam answer sale
V106	you xi dai lian dai da，刷分刷排名都可以	risk	spam_fraud	boosting,pinyin	pinyin obfuscated game boosting
V107	shua fen shua pai ming，快速上分	risk	spam_fraud	boosting,pinyin	pinyin obfuscated boosting
V108	kuai su shang fen，想省时间的来	risk	spam_fraud	boosting,pinyin	pinyin obfuscated fast rank boosting
V109	shua liang fu wu，点赞评论收藏关注都能做	risk	spam_fraud	brush,pinyin	pinyin obfuscated engagement manipulation
V110	shua ping lun 真人账号操作，数据好看	risk	spam_fraud	brush,pinyin	pinyin obfuscated comment brushing
V111	kuai su shang re men，有需要的私	risk	spam_fraud	brush,private,pinyin	pinyin obfuscated hot-rank manipulation
V112	tou zi qun 拉人，nei bu qu dao，懂的进	risk	spam_fraud	investment,pinyin	pinyin obfuscated investment group diversion
V113	bao zheng shou yi，稳赚不赔的项目	risk	spam_fraud	investment,pinyin	pinyin obfuscated guaranteed return scam
V114	shen fen zheng zhao pian 可以办理贷款，kuai su ban li	risk	illegal_privacy	loan,privacy,pinyin	pinyin obfuscated ID photo loan request
V115	kuai su ban li dai kuan，不看征信	risk	spam_fraud	loan,pinyin	pinyin obfuscated loan promotion
V116	cheng ren wang zhan hui yuan 有人要吗	risk	sexual	account_trade,pinyin	pinyin obfuscated adult site membership sale
V117	gao qing wu ma zi yuan，想看的私	risk	sexual	resource,private,pinyin	pinyin obfuscated sexual resource diversion
V118	wu ma zi yuan 还有，完整的都有	risk	sexual	resource,pinyin	pinyin obfuscated sexual resource
V119	bo cai zhang hao 出售，赌博下注的来	risk	gambling	account_trade,pinyin	pinyin obfuscated gambling account sale
V120	du bo xia zhu 群，内部有下注技巧	risk	gambling	group,pinyin	pinyin obfuscated gambling group
V121	xia zhu ji qiao 每天更新，稳赚不赔	risk	gambling	instruction,pinyin	pinyin obfuscated gambling instruction
V122	wan quan zi yuan 私发，jia hao you 就给	risk	spam_fraud	resource,contact,pinyin	pinyin obfuscated resource diversion with contact
V123	这水平还敢出来带新人？建议先把自己那套半吊子东西删了	risk	abuse	insult,competence_attack	personal competence attack against author
V124	别搁这儿一本正经地胡说八道了，稍微懂点的人都看得出来	risk	abuse	insult,content_attack	abusive dismissal of author explanation
V125	评论区都有人指出问题了还死鸭子嘴硬，脸是真的大	risk	abuse	insult,shaming	shaming and personal insult
V126	拿别人的文章改几个标题就当原创，吃相未免太难看	risk	abuse	accusation,shaming	plagiarism accusation with shaming
V127	想找现成成品的可以私我，学生作业、实验报告、课程设计都能处理	risk	spam_fraud	academic_cheating,private	academic cheating service diversion
V128	不会写实验报告的别熬夜了，给我题目和要求，直接帮你弄完	risk	spam_fraud	academic_cheating	academic report ghostwriting
V129	论文降重、润色、改格式都接，查重报告也能一起安排	risk	spam_fraud	academic_cheating	paper polishing and plagiarism report service
V130	毕业材料急着交的可以来，资料整理、图表制作、格式修改都能做	risk	spam_fraud	academic_cheating	graduation material outsourcing service
V131	有人要现成的驾考题库吗？内部整理版，省得自己慢慢找	risk	spam_fraud	exam_material,resource	internal exam bank promotion
V132	考试前想要重点题型的私聊，押题资料可以给你	risk	spam_fraud	exam_material,private	exam prediction material diversion
V133	某平台会员低价开通，年卡月卡都有，渠道价不是官网价	risk	spam_fraud	account_trade,membership	low-price platform membership service
V134	流媒体会员可以代开，家庭组、共享组都能安排，价格很香	risk	spam_fraud	account_trade,membership	shared streaming membership service
V135	需要国外服务订阅的可以找我，代充代开都行，省事很多	risk	spam_fraud	account_trade,subscription	foreign service subscription charging service
V136	想买二手账号的注意了，老号、实名号、带等级的都有，具体私聊	risk	spam_fraud	account_trade,private	second-hand verified account sale
V137	游戏里的稀有道具可以直接交易，不想慢慢刷的来，效率高得多	risk	spam_fraud	game_trade	game item trading diversion
V138	有人想要代刷成就吗？挂机、任务、排名都能弄，自己玩太累了	risk	spam_fraud	boosting	achievement boosting service
V139	直播间人气上不去的可以找我，在线人数、互动、热度都能做	risk	spam_fraud	brush,livestream	livestream engagement manipulation
V140	想让帖子看起来热闹一点的也可以做，评论区互动一整套	risk	spam_fraud	brush,comment	comment engagement manipulation
V141	需要删差评的来，指定平台指定内容都能处理，成功后再结算	risk	spam_fraud	negative_content_removal	paid negative review removal
V142	网上那些个人信息查询我这边也能弄，手机号、住址之类的都可以查	risk	illegal_privacy	privacy_query	paid personal information query
V143	有人想查前任最近住哪儿的吗？给个姓名就能帮你问问，价格好说	risk	illegal_privacy	stalking,privacy_query	stalking and address lookup service
V144	手机定位、通话记录这种东西也不是完全没办法，懂的自然懂	risk	illegal_privacy	privacy_query	phone location and call record query
V145	遇到欠钱不还的别只会发朋友圈，地址和联系方式我可以帮你找出来	risk	illegal_privacy	doxxing,privacy_query	address and contact doxxing service
V146	想搞别人账号的别乱找教程，我这边有现成工具，拿过去自己研究	risk	illegal_privacy	hacking,account_attack	account attack tool promotion
V147	网站后台权限、数据库账号之类的如果丢了，别急着找官方，我有办法进去	risk	illegal_privacy	hacking,credential	unauthorized backend and database access
V148	有人需要看现场事故原片的吗？网上那些都处理过了，我这里是完整版本	risk	gore	graphic_content,resource	graphic accident footage resource promotion
V149	vx：bingbingstudent	risk	spam_fraud	contact,wechat	wechat account label diversion
V150	微信：bingbingstudent	risk	spam_fraud	contact,wechat	wechat account label diversion
V151	qq：b i n g b i n g s t u d e n t	risk	spam_fraud	contact,qq,spaced_account	qq account label diversion with spaced account token
